name,number_of_na
Cells_Intensity_MedianIntensity_RNA,0
Cells_Intensity_MinIntensityEdge_AGP,0
Cells_Intensity_MinIntensityEdge_Brightfield,0
Cells_Intensity_MinIntensityEdge_DNA,0
Cells_Intensity_MinIntensityEdge_ER,0
Cells_Intensity_MinIntensityEdge_Mito,0
Cells_Intensity_MinIntensityEdge_RNA,0
Cells_Intensity_MinIntensity_AGP,0
Cells_Intensity_MinIntensity_Brightfield,0
Cells_Intensity_MinIntensity_DNA,0
Cells_Intensity_MinIntensity_ER,0
Cells_Intensity_MinIntensity_Mito,0
Cells_Intensity_MinIntensity_RNA,0
Cells_Intensity_StdIntensityEdge_AGP,0
Cells_Intensity_StdIntensityEdge_Brightfield,0
Cells_Intensity_StdIntensityEdge_DNA,0
Cells_Intensity_StdIntensityEdge_ER,0
Cells_Intensity_StdIntensityEdge_Mito,0
Cells_Intensity_StdIntensityEdge_RNA,0
Cells_Intensity_StdIntensity_AGP,0
Cells_Intensity_StdIntensity_Brightfield,0
Cells_Intensity_StdIntensity_DNA,0
Cells_Intensity_StdIntensity_ER,0
Cells_Intensity_StdIntensity_Mito,0
Cells_Intensity_StdIntensity_RNA,0
Cells_Intensity_UpperQuartileIntensity_AGP,0
Cells_Intensity_UpperQuartileIntensity_Brightfield,0
Cells_Intensity_UpperQuartileIntensity_DNA,0
Cells_Intensity_UpperQuartileIntensity_ER,0
Cells_Intensity_UpperQuartileIntensity_Mito,0
Cells_Intensity_UpperQuartileIntensity_RNA,0
Cells_Location_CenterMassIntensity_X_AGP,0
Cells_Location_CenterMassIntensity_X_Brightfield,0
Cells_Location_CenterMassIntensity_X_DNA,0
Cells_Location_CenterMassIntensity_X_ER,0
Cells_Location_CenterMassIntensity_X_Mito,0
Cells_Location_CenterMassIntensity_X_RNA,0
Cells_Location_CenterMassIntensity_Y_AGP,0
Cells_Location_CenterMassIntensity_Y_Brightfield,0
Cells_Location_CenterMassIntensity_Y_DNA,0
Cells_Location_CenterMassIntensity_Y_ER,0
Cells_Location_CenterMassIntensity_Y_Mito,0
Cells_Location_CenterMassIntensity_Y_RNA,0
Cells_Location_CenterMassIntensity_Z_AGP,0
Cells_Location_CenterMassIntensity_Z_Brightfield,0
Cells_Location_CenterMassIntensity_Z_DNA,0
Cells_Location_CenterMassIntensity_Z_ER,0
Cells_Location_CenterMassIntensity_Z_Mito,0
Cells_Location_CenterMassIntensity_Z_RNA,0
Cells_Location_MaxIntensity_X_AGP,0
Cells_Location_MaxIntensity_X_Brightfield,0
Cells_Location_MaxIntensity_X_DNA,0
Cells_Location_MaxIntensity_X_ER,0
Cells_Location_MaxIntensity_X_Mito,0
Cells_Location_MaxIntensity_X_RNA,0
Cells_Location_MaxIntensity_Y_AGP,0
Cells_Location_MaxIntensity_Y_Brightfield,0
Cells_Location_MaxIntensity_Y_DNA,0
Cells_Location_MaxIntensity_Y_ER,0
Cells_Location_MaxIntensity_Y_Mito,0
Cells_Location_MaxIntensity_Y_RNA,0
Cells_Location_MaxIntensity_Z_AGP,0
Cells_Location_MaxIntensity_Z_Brightfield,0
Cells_Location_MaxIntensity_Z_DNA,0
Cells_Location_MaxIntensity_Z_ER,0
Cells_Location_MaxIntensity_Z_Mito,0
Cells_Location_MaxIntensity_Z_RNA,0
Cells_Neighbors_FirstClosestObjectNumber_10,0
Cells_Neighbors_FirstClosestObjectNumber_Adjacent,0
Cells_Neighbors_NumberOfNeighbors_10,0
Cells_Neighbors_NumberOfNeighbors_Adjacent,0
Cells_Neighbors_PercentTouching_10,0
Cells_Neighbors_PercentTouching_Adjacent,0
Cells_Neighbors_SecondClosestObjectNumber_10,0
Cells_Neighbors_SecondClosestObjectNumber_Adjacent,0
Cells_Number_Object_Number,0
Cells_RadialDistribution_FracAtD_AGP_1of4,0
Cells_RadialDistribution_FracAtD_AGP_2of4,0
Cells_RadialDistribution_FracAtD_AGP_3of4,0
Cells_RadialDistribution_FracAtD_AGP_4of4,0
Cells_RadialDistribution_FracAtD_Brightfield_1of4,0
Cells_RadialDistribution_FracAtD_Brightfield_2of4,0
Cells_RadialDistribution_FracAtD_Brightfield_3of4,0
Cells_RadialDistribution_FracAtD_Brightfield_4of4,0
Cells_RadialDistribution_FracAtD_DNA_1of4,0
Cells_RadialDistribution_FracAtD_DNA_2of4,0
Cells_RadialDistribution_FracAtD_DNA_3of4,0
Cells_RadialDistribution_FracAtD_DNA_4of4,0
Cells_RadialDistribution_FracAtD_ER_1of4,0
Cells_RadialDistribution_FracAtD_ER_2of4,0
Cells_RadialDistribution_FracAtD_ER_3of4,0
Cells_RadialDistribution_FracAtD_ER_4of4,0
Cells_RadialDistribution_FracAtD_Mito_1of4,0
Cells_RadialDistribution_FracAtD_Mito_2of4,0
Cells_RadialDistribution_FracAtD_Mito_3of4,0
Cells_RadialDistribution_FracAtD_Mito_4of4,0
Cells_RadialDistribution_FracAtD_RNA_1of4,0
Cells_RadialDistribution_FracAtD_RNA_2of4,0
Cells_RadialDistribution_FracAtD_RNA_3of4,0
Cells_RadialDistribution_FracAtD_RNA_4of4,0
Cells_RadialDistribution_MeanFrac_AGP_1of4,0
Cells_RadialDistribution_MeanFrac_AGP_2of4,0
Cells_RadialDistribution_MeanFrac_AGP_3of4,0
Cells_RadialDistribution_MeanFrac_AGP_4of4,0
Cells_RadialDistribution_MeanFrac_Brightfield_1of4,0
Cells_RadialDistribution_MeanFrac_Brightfield_2of4,0
Cells_RadialDistribution_MeanFrac_Brightfield_3of4,0
Cells_RadialDistribution_MeanFrac_Brightfield_4of4,0
Cells_RadialDistribution_MeanFrac_DNA_1of4,0
Cells_RadialDistribution_MeanFrac_DNA_2of4,0
Cells_RadialDistribution_MeanFrac_DNA_3of4,0
Cells_RadialDistribution_MeanFrac_DNA_4of4,0
Cells_RadialDistribution_MeanFrac_ER_1of4,0
Cells_RadialDistribution_MeanFrac_ER_2of4,0
Cells_RadialDistribution_MeanFrac_ER_3of4,0
Cells_RadialDistribution_MeanFrac_ER_4of4,0
Cells_RadialDistribution_MeanFrac_Mito_1of4,0
Cells_RadialDistribution_MeanFrac_Mito_2of4,0
Cells_RadialDistribution_MeanFrac_Mito_3of4,0
Cells_RadialDistribution_MeanFrac_Mito_4of4,0
Cells_RadialDistribution_MeanFrac_RNA_1of4,0
Cells_RadialDistribution_MeanFrac_RNA_2of4,0
Cells_RadialDistribution_MeanFrac_RNA_3of4,0
Cells_RadialDistribution_MeanFrac_RNA_4of4,0
Cells_RadialDistribution_RadialCV_AGP_1of4,0
Cells_RadialDistribution_RadialCV_AGP_2of4,0
Cells_RadialDistribution_RadialCV_AGP_3of4,0
Cells_RadialDistribution_RadialCV_AGP_4of4,0
Cells_RadialDistribution_RadialCV_Brightfield_1of4,0
Cells_RadialDistribution_RadialCV_Brightfield_2of4,0
Cells_RadialDistribution_RadialCV_Brightfield_3of4,0
Cells_RadialDistribution_RadialCV_Brightfield_4of4,0
Cells_RadialDistribution_RadialCV_DNA_1of4,0
Cells_RadialDistribution_RadialCV_DNA_2of4,0
Cells_RadialDistribution_RadialCV_DNA_3of4,0
Cells_RadialDistribution_RadialCV_DNA_4of4,0
Cells_RadialDistribution_RadialCV_ER_1of4,0
Cells_RadialDistribution_RadialCV_ER_2of4,0
Cells_RadialDistribution_RadialCV_ER_3of4,0
Cells_RadialDistribution_RadialCV_ER_4of4,0
Cells_RadialDistribution_RadialCV_Mito_1of4,0
Cells_RadialDistribution_RadialCV_Mito_2of4,0
Cells_RadialDistribution_RadialCV_Mito_3of4,0
Cells_RadialDistribution_RadialCV_Mito_4of4,0
Cells_RadialDistribution_RadialCV_RNA_1of4,0
Cells_RadialDistribution_RadialCV_RNA_2of4,0
Cells_RadialDistribution_RadialCV_RNA_3of4,0
Cells_RadialDistribution_RadialCV_RNA_4of4,0
Cytoplasm_AreaShape_Center_X,0
Cytoplasm_AreaShape_Center_Y,0
Cytoplasm_AreaShape_Center_Z,0
Cytoplasm_AreaShape_Compactness,0
Cytoplasm_AreaShape_Eccentricity,0
Cytoplasm_AreaShape_EulerNumber,0
Cytoplasm_AreaShape_Extent,0
Cytoplasm_AreaShape_FormFactor,0
Cytoplasm_AreaShape_MajorAxisLength,0
Cytoplasm_AreaShape_MaxFeretDiameter,0
Cytoplasm_AreaShape_MaximumRadius,0
Cytoplasm_AreaShape_MeanRadius,0
Cytoplasm_AreaShape_MedianRadius,0
Cytoplasm_AreaShape_MinFeretDiameter,0
Cytoplasm_AreaShape_MinorAxisLength,0
Cytoplasm_AreaShape_Orientation,0
Cytoplasm_AreaShape_Perimeter,0
Cytoplasm_AreaShape_Solidity,0
Cytoplasm_AreaShape_Zernike_0_0,0
Cytoplasm_AreaShape_Zernike_1_1,0
Cytoplasm_AreaShape_Zernike_2_0,0
Cytoplasm_AreaShape_Zernike_2_2,0
Cytoplasm_AreaShape_Zernike_3_1,0
Cytoplasm_AreaShape_Zernike_3_3,0
Cytoplasm_AreaShape_Zernike_4_0,0
Cytoplasm_AreaShape_Zernike_4_2,0
Cytoplasm_AreaShape_Zernike_4_4,0
Cytoplasm_AreaShape_Zernike_5_1,0
Cytoplasm_AreaShape_Zernike_5_3,0
Cytoplasm_AreaShape_Zernike_5_5,0
Cytoplasm_AreaShape_Zernike_6_0,0
Cytoplasm_AreaShape_Zernike_6_2,0
Cytoplasm_AreaShape_Zernike_6_4,0
Cytoplasm_AreaShape_Zernike_6_6,0
Cytoplasm_AreaShape_Zernike_7_1,0
Cytoplasm_AreaShape_Zernike_7_3,0
Cytoplasm_AreaShape_Zernike_7_5,0
Cytoplasm_AreaShape_Zernike_7_7,0
Cytoplasm_AreaShape_Zernike_8_0,0
Cytoplasm_AreaShape_Zernike_8_2,0
Cytoplasm_AreaShape_Zernike_8_4,0
Cytoplasm_AreaShape_Zernike_8_6,0
Cytoplasm_AreaShape_Zernike_8_8,0
Cytoplasm_AreaShape_Zernike_9_1,0
Cytoplasm_AreaShape_Zernike_9_3,0
Cytoplasm_AreaShape_Zernike_9_5,0
Cytoplasm_AreaShape_Zernike_9_7,0
Cytoplasm_AreaShape_Zernike_9_9,0
Cytoplasm_Correlation_Correlation_AGP_Brightfield,0
Cytoplasm_Correlation_Correlation_DNA_AGP,0
Cytoplasm_Correlation_Correlation_DNA_Brightfield,0
Cytoplasm_Correlation_Correlation_DNA_ER,0
Cytoplasm_Correlation_Correlation_DNA_Mito,0
Cytoplasm_Correlation_Correlation_DNA_RNA,0
Cytoplasm_Correlation_Correlation_ER_AGP,0
Cytoplasm_Correlation_Correlation_ER_Brightfield,0
Cytoplasm_Correlation_Correlation_ER_RNA,0
Cytoplasm_Correlation_Correlation_Mito_AGP,0
Cytoplasm_Correlation_Correlation_Mito_Brightfield,0
Cytoplasm_Correlation_Correlation_Mito_ER,0
Cytoplasm_Correlation_Correlation_Mito_RNA,0
Cytoplasm_Correlation_Correlation_RNA_AGP,0
Cytoplasm_Correlation_Correlation_RNA_Brightfield,0
Cytoplasm_Correlation_Costes_AGP_ER,0
Cytoplasm_Correlation_Costes_AGP_RNA,0
Cytoplasm_Correlation_Costes_Brightfield_AGP,0
Cytoplasm_Correlation_Costes_Brightfield_DNA,0
Cytoplasm_Correlation_Costes_Brightfield_ER,0
Cytoplasm_Correlation_Costes_Brightfield_Mito,0
Cytoplasm_Correlation_Costes_Brightfield_RNA,0
Cytoplasm_Correlation_Costes_DNA_AGP,0
Cytoplasm_Correlation_Costes_DNA_Mito,0
Cytoplasm_Correlation_Costes_ER_AGP,0
Cytoplasm_Correlation_Costes_ER_RNA,0
Cytoplasm_Correlation_Costes_RNA_AGP,0
Cytoplasm_Correlation_Costes_RNA_ER,0
Cytoplasm_Correlation_K_AGP_Brightfield,0
Cytoplasm_Correlation_K_AGP_DNA,0
Cytoplasm_Correlation_K_AGP_ER,0
Cytoplasm_Correlation_K_AGP_RNA,0
Cytoplasm_Correlation_K_Brightfield_AGP,0
Cytoplasm_Correlation_K_Brightfield_DNA,0
Cytoplasm_Correlation_K_Brightfield_ER,0
Cytoplasm_Correlation_K_Brightfield_Mito,0
Cytoplasm_Correlation_K_Brightfield_RNA,0
Cytoplasm_Correlation_K_DNA_AGP,0
Cytoplasm_Correlation_K_DNA_Brightfield,0
Cytoplasm_Correlation_K_DNA_ER,0
Cytoplasm_Correlation_K_DNA_RNA,0
Cytoplasm_Correlation_K_ER_AGP,0
Cytoplasm_Correlation_K_ER_Brightfield,0
Cytoplasm_Correlation_K_ER_DNA,0
Cytoplasm_Correlation_K_ER_Mito,0
Cytoplasm_Correlation_K_ER_RNA,0
Cytoplasm_Correlation_K_Mito_Brightfield,0
Cytoplasm_Correlation_K_Mito_ER,0
Cytoplasm_Correlation_K_Mito_RNA,0
Cytoplasm_Correlation_K_RNA_AGP,0
Cytoplasm_Correlation_K_RNA_Brightfield,0
Cytoplasm_Correlation_K_RNA_DNA,0
Cytoplasm_Correlation_K_RNA_ER,0
Cytoplasm_Correlation_K_RNA_Mito,0
Cytoplasm_Correlation_Manders_AGP_Brightfield,0
Cytoplasm_Correlation_Manders_AGP_DNA,0
Cytoplasm_Correlation_Manders_AGP_ER,0
Cytoplasm_Correlation_Manders_AGP_Mito,0
Cytoplasm_Correlation_Manders_AGP_RNA,0
Cytoplasm_Correlation_Manders_Brightfield_AGP,0
Cytoplasm_Correlation_Manders_Brightfield_DNA,0
Cytoplasm_Correlation_Manders_Brightfield_ER,0
Cytoplasm_Correlation_Manders_Brightfield_Mito,0
Cytoplasm_Correlation_Manders_Brightfield_RNA,0
Cytoplasm_Correlation_Manders_DNA_AGP,0
Cytoplasm_Correlation_Manders_DNA_Brightfield,0
Cytoplasm_Correlation_Manders_DNA_ER,0
Cytoplasm_Correlation_Manders_DNA_Mito,0
Cytoplasm_Correlation_Manders_DNA_RNA,0
Cytoplasm_Correlation_Manders_ER_AGP,0
Cytoplasm_Correlation_Manders_ER_Brightfield,0
Cytoplasm_Correlation_Manders_ER_DNA,0
Cytoplasm_Correlation_Manders_ER_Mito,0
Cytoplasm_Correlation_Manders_ER_RNA,0
Cytoplasm_Correlation_Manders_Mito_AGP,0
Cytoplasm_Correlation_Manders_Mito_Brightfield,0
Cytoplasm_Correlation_Manders_Mito_DNA,0
Cytoplasm_Correlation_Manders_Mito_ER,0
Cytoplasm_Correlation_Manders_Mito_RNA,0
Cytoplasm_Correlation_Manders_RNA_AGP,0
Cytoplasm_Correlation_Manders_RNA_Brightfield,0
Cytoplasm_Correlation_Manders_RNA_DNA,0
Cytoplasm_Correlation_Manders_RNA_ER,0
Cytoplasm_Correlation_Manders_RNA_Mito,0
Cytoplasm_Correlation_Overlap_AGP_Brightfield,0
Cytoplasm_Correlation_Overlap_DNA_AGP,0
Cytoplasm_Correlation_Overlap_DNA_Brightfield,0
Cytoplasm_Correlation_Overlap_DNA_ER,0
Cytoplasm_Correlation_Overlap_DNA_RNA,0
Cytoplasm_Correlation_Overlap_ER_AGP,0
Cytoplasm_Correlation_Overlap_ER_Brightfield,0
Cytoplasm_Correlation_Overlap_ER_RNA,0
Cytoplasm_Correlation_Overlap_Mito_Brightfield,0
Cytoplasm_Correlation_Overlap_Mito_ER,0
Cytoplasm_Correlation_Overlap_Mito_RNA,0
Cytoplasm_Correlation_Overlap_RNA_AGP,0
Cytoplasm_Correlation_Overlap_RNA_Brightfield,0
Cytoplasm_Correlation_RWC_AGP_Brightfield,0
Cytoplasm_Correlation_RWC_AGP_DNA,0
Cytoplasm_Correlation_RWC_AGP_ER,0
Cytoplasm_Correlation_RWC_AGP_Mito,0
Cytoplasm_Correlation_RWC_AGP_RNA,0
Cytoplasm_Correlation_RWC_Brightfield_AGP,0
Cytoplasm_Correlation_RWC_Brightfield_DNA,0
Cytoplasm_Correlation_RWC_Brightfield_ER,0
Cytoplasm_Correlation_RWC_Brightfield_Mito,0
Cytoplasm_Correlation_RWC_Brightfield_RNA,0
Cytoplasm_Correlation_RWC_DNA_AGP,0
Cytoplasm_Correlation_RWC_DNA_Brightfield,0
Cytoplasm_Correlation_RWC_DNA_ER,0
Cytoplasm_Correlation_RWC_DNA_Mito,0
Cytoplasm_Correlation_RWC_DNA_RNA,0
Cytoplasm_Correlation_RWC_ER_AGP,0
Cytoplasm_Correlation_RWC_ER_Brightfield,0
Cytoplasm_Correlation_RWC_ER_DNA,0
Cytoplasm_Correlation_RWC_ER_Mito,0
Cytoplasm_Correlation_RWC_ER_RNA,0
Cytoplasm_Correlation_RWC_Mito_AGP,0
Cytoplasm_Correlation_RWC_Mito_Brightfield,0
Cytoplasm_Correlation_RWC_Mito_DNA,0
Cytoplasm_Correlation_RWC_Mito_ER,0
Cytoplasm_Correlation_RWC_Mito_RNA,0
Cytoplasm_Correlation_RWC_RNA_AGP,0
Cytoplasm_Correlation_RWC_RNA_Brightfield,0
Cytoplasm_Correlation_RWC_RNA_DNA,0
Cytoplasm_Correlation_RWC_RNA_ER,0
Cytoplasm_Correlation_RWC_RNA_Mito,0
Cytoplasm_Granularity_10_AGP,0
Cytoplasm_Granularity_10_Brightfield,0
Cytoplasm_Granularity_10_ER,0
Cytoplasm_Granularity_10_Mito,0
Cytoplasm_Granularity_10_RNA,0
Cytoplasm_Granularity_11_AGP,0
Cytoplasm_Granularity_11_Brightfield,0
Cytoplasm_Granularity_11_ER,0
Cytoplasm_Granularity_11_Mito,0
Cytoplasm_Granularity_11_RNA,0
Cytoplasm_Granularity_12_AGP,0
Cytoplasm_Granularity_12_Brightfield,0
Cytoplasm_Granularity_12_ER,0
Cytoplasm_Granularity_12_Mito,0
Cytoplasm_Granularity_12_RNA,0
Cytoplasm_Granularity_13_AGP,0
Cytoplasm_Granularity_13_Brightfield,0
Cytoplasm_Granularity_13_ER,0
Cytoplasm_Granularity_13_Mito,0
Cytoplasm_Granularity_13_RNA,0
Cytoplasm_Granularity_14_AGP,0
Cytoplasm_Granularity_14_Brightfield,0
Cytoplasm_Granularity_14_ER,0
Cytoplasm_Granularity_14_Mito,0
Cytoplasm_Granularity_14_RNA,0
Cytoplasm_Granularity_15_AGP,0
Cytoplasm_Granularity_15_Brightfield,0
Cytoplasm_Granularity_15_ER,0
Cytoplasm_Granularity_15_Mito,0
Cytoplasm_Granularity_15_RNA,0
Cytoplasm_Granularity_16_AGP,0
Cytoplasm_Granularity_16_Brightfield,0
Cytoplasm_Granularity_16_ER,0
Cytoplasm_Granularity_16_Mito,0
Cytoplasm_Granularity_16_RNA,0
Cytoplasm_Granularity_1_AGP,0
Cytoplasm_Granularity_1_Brightfield,0
Cytoplasm_Granularity_1_ER,0
Cytoplasm_Granularity_1_Mito,0
Cytoplasm_Granularity_1_RNA,0
Cytoplasm_Granularity_2_AGP,0
Cytoplasm_Granularity_2_Brightfield,0
Cytoplasm_Granularity_2_ER,0
Cytoplasm_Granularity_2_Mito,0
Cytoplasm_Granularity_2_RNA,0
Cytoplasm_Granularity_3_AGP,0
Cytoplasm_Granularity_3_Brightfield,0
Cytoplasm_Granularity_3_ER,0
Cytoplasm_Granularity_3_Mito,0
Cytoplasm_Granularity_3_RNA,0
Cytoplasm_Granularity_4_AGP,0
Cytoplasm_Granularity_4_Brightfield,0
Cytoplasm_Granularity_4_ER,0
Cytoplasm_Granularity_4_Mito,0
Cytoplasm_Granularity_4_RNA,0
Cytoplasm_Granularity_5_AGP,0
Cytoplasm_Granularity_5_Brightfield,0
Cytoplasm_Granularity_5_ER,0
Cytoplasm_Granularity_5_Mito,0
Cytoplasm_Granularity_5_RNA,0
Cytoplasm_Granularity_6_AGP,0
Cytoplasm_Granularity_6_Brightfield,0
Cytoplasm_Granularity_6_ER,0
Cytoplasm_Granularity_6_Mito,0
Cytoplasm_Granularity_6_RNA,0
Cytoplasm_Granularity_7_AGP,0
Cytoplasm_Granularity_7_Brightfield,0
Cytoplasm_Granularity_7_ER,0
Cytoplasm_Granularity_7_Mito,0
Cytoplasm_Granularity_7_RNA,0
Cytoplasm_Granularity_8_AGP,0
Cytoplasm_Granularity_8_Brightfield,0
Cytoplasm_Granularity_8_ER,0
Cytoplasm_Granularity_8_Mito,0
Cytoplasm_Granularity_8_RNA,0
Cytoplasm_Granularity_9_AGP,0
Cytoplasm_Granularity_9_Brightfield,0
Cytoplasm_Granularity_9_ER,0
Cytoplasm_Granularity_9_Mito,0
Cytoplasm_Granularity_9_RNA,0
Cytoplasm_Intensity_IntegratedIntensityEdge_AGP,0
Cytoplasm_Intensity_IntegratedIntensityEdge_Brightfield,0
Cytoplasm_Intensity_IntegratedIntensityEdge_DNA,0
Cytoplasm_Intensity_IntegratedIntensityEdge_ER,0
Cytoplasm_Intensity_IntegratedIntensityEdge_Mito,0
Cytoplasm_Intensity_IntegratedIntensityEdge_RNA,0
Cytoplasm_Intensity_IntegratedIntensity_AGP,0
Cytoplasm_Intensity_IntegratedIntensity_Brightfield,0
Cytoplasm_Intensity_IntegratedIntensity_DNA,0
Cytoplasm_Intensity_IntegratedIntensity_ER,0
Cytoplasm_Intensity_IntegratedIntensity_Mito,0
Cytoplasm_Intensity_IntegratedIntensity_RNA,0
Cytoplasm_Intensity_LowerQuartileIntensity_AGP,0
Cytoplasm_Intensity_LowerQuartileIntensity_Brightfield,0
Cytoplasm_Intensity_LowerQuartileIntensity_DNA,0
Cytoplasm_Intensity_LowerQuartileIntensity_ER,0
Cytoplasm_Intensity_LowerQuartileIntensity_Mito,0
Cytoplasm_Intensity_LowerQuartileIntensity_RNA,0
Cytoplasm_Intensity_MADIntensity_AGP,0
Cytoplasm_Intensity_MADIntensity_Brightfield,0
Cytoplasm_Intensity_MADIntensity_DNA,0
Cytoplasm_Intensity_MADIntensity_ER,0
Cytoplasm_Intensity_MADIntensity_Mito,0
Cytoplasm_Intensity_MADIntensity_RNA,0
Cytoplasm_Intensity_MassDisplacement_AGP,0
Cytoplasm_Intensity_MassDisplacement_Brightfield,0
Cytoplasm_Intensity_MassDisplacement_DNA,0
Cytoplasm_Intensity_MassDisplacement_ER,0
Cytoplasm_Intensity_MassDisplacement_Mito,0
Cytoplasm_Intensity_MassDisplacement_RNA,0
Cytoplasm_Intensity_MaxIntensityEdge_AGP,0
Cytoplasm_Intensity_MaxIntensityEdge_Brightfield,0
Cytoplasm_Intensity_MaxIntensityEdge_DNA,0
Cytoplasm_Intensity_MaxIntensityEdge_ER,0
Cytoplasm_Intensity_MaxIntensityEdge_Mito,0
Cytoplasm_Intensity_MaxIntensityEdge_RNA,0
Cytoplasm_Intensity_MaxIntensity_AGP,0
Cytoplasm_Intensity_MaxIntensity_Brightfield,0
Cytoplasm_Intensity_MaxIntensity_DNA,0
Cytoplasm_Intensity_MaxIntensity_ER,0
Cytoplasm_Intensity_MaxIntensity_Mito,0
Cytoplasm_Intensity_MaxIntensity_RNA,0
Cytoplasm_Intensity_MeanIntensityEdge_AGP,0
Cytoplasm_Intensity_MeanIntensityEdge_Brightfield,0
Cytoplasm_Intensity_MeanIntensityEdge_DNA,0
Cytoplasm_Intensity_MeanIntensityEdge_ER,0
Cytoplasm_Intensity_MeanIntensityEdge_Mito,0
Cytoplasm_Intensity_MeanIntensityEdge_RNA,0
Cytoplasm_Intensity_MeanIntensity_AGP,0
Cytoplasm_Intensity_MeanIntensity_Brightfield,0
Cytoplasm_Intensity_MeanIntensity_DNA,0
Cytoplasm_Intensity_MeanIntensity_ER,0
Cytoplasm_Intensity_MeanIntensity_Mito,0
Cytoplasm_Intensity_MeanIntensity_RNA,0
Cytoplasm_Intensity_MedianIntensity_AGP,0
Cytoplasm_Intensity_MedianIntensity_Brightfield,0
Cytoplasm_Intensity_MedianIntensity_DNA,0
Cytoplasm_Intensity_MedianIntensity_ER,0
Cytoplasm_Intensity_MedianIntensity_Mito,0
Cytoplasm_Intensity_MedianIntensity_RNA,0
Cytoplasm_Intensity_MinIntensityEdge_AGP,0
Cytoplasm_Intensity_MinIntensityEdge_Brightfield,0
Cytoplasm_Intensity_MinIntensityEdge_DNA,0
Cytoplasm_Intensity_MinIntensityEdge_ER,0
Cytoplasm_Intensity_MinIntensityEdge_Mito,0
Cytoplasm_Intensity_MinIntensityEdge_RNA,0
Cytoplasm_Intensity_MinIntensity_AGP,0
Cytoplasm_Intensity_MinIntensity_Brightfield,0
Cytoplasm_Intensity_MinIntensity_DNA,0
Cytoplasm_Intensity_MinIntensity_ER,0
Cytoplasm_Intensity_MinIntensity_Mito,0
Cytoplasm_Intensity_MinIntensity_RNA,0
Cytoplasm_Intensity_StdIntensityEdge_AGP,0
Cytoplasm_Intensity_StdIntensityEdge_Brightfield,0
Cytoplasm_Intensity_StdIntensityEdge_DNA,0
Cytoplasm_Intensity_StdIntensityEdge_ER,0
Cytoplasm_Intensity_StdIntensityEdge_Mito,0
Cytoplasm_Intensity_StdIntensityEdge_RNA,0
Cytoplasm_Intensity_StdIntensity_AGP,0
Cytoplasm_Intensity_StdIntensity_Brightfield,0
Cytoplasm_Intensity_StdIntensity_DNA,0
Cytoplasm_Intensity_StdIntensity_ER,0
Cytoplasm_Intensity_StdIntensity_Mito,0
Cytoplasm_Intensity_StdIntensity_RNA,0
Cytoplasm_Intensity_UpperQuartileIntensity_AGP,0
Cytoplasm_Intensity_UpperQuartileIntensity_Brightfield,0
Cytoplasm_Intensity_UpperQuartileIntensity_DNA,0
Cytoplasm_Intensity_UpperQuartileIntensity_ER,0
Cytoplasm_Intensity_UpperQuartileIntensity_Mito,0
Cytoplasm_Intensity_UpperQuartileIntensity_RNA,0
Cytoplasm_Location_CenterMassIntensity_X_AGP,0
Cytoplasm_Location_CenterMassIntensity_X_Brightfield,0
Cytoplasm_Location_CenterMassIntensity_X_DNA,0
Cytoplasm_Location_CenterMassIntensity_X_ER,0
Cytoplasm_Location_CenterMassIntensity_X_Mito,0
Cytoplasm_Location_CenterMassIntensity_X_RNA,0
Cytoplasm_Location_CenterMassIntensity_Y_AGP,0
Cytoplasm_Location_CenterMassIntensity_Y_Brightfield,0
Cytoplasm_Location_CenterMassIntensity_Y_DNA,0
Cytoplasm_Location_CenterMassIntensity_Y_ER,0
Cytoplasm_Location_CenterMassIntensity_Y_Mito,0
Cytoplasm_Location_CenterMassIntensity_Y_RNA,0
Cytoplasm_Location_CenterMassIntensity_Z_AGP,0
Cytoplasm_Location_CenterMassIntensity_Z_Brightfield,0
Cytoplasm_Location_CenterMassIntensity_Z_DNA,0
Cytoplasm_Location_CenterMassIntensity_Z_ER,0
Cytoplasm_Location_CenterMassIntensity_Z_Mito,0
Cytoplasm_Location_CenterMassIntensity_Z_RNA,0
Cytoplasm_Location_Center_X,0
Cytoplasm_Location_Center_Y,0
Cytoplasm_Location_MaxIntensity_X_AGP,0
Cytoplasm_Location_MaxIntensity_X_Brightfield,0
Cytoplasm_Location_MaxIntensity_X_DNA,0
Cytoplasm_Location_MaxIntensity_X_ER,0
Cytoplasm_Location_MaxIntensity_X_Mito,0
Cytoplasm_Location_MaxIntensity_X_RNA,0
Cytoplasm_Location_MaxIntensity_Y_AGP,0
Cytoplasm_Location_MaxIntensity_Y_Brightfield,0
Cytoplasm_Location_MaxIntensity_Y_DNA,0
Cytoplasm_Location_MaxIntensity_Y_ER,0
Cytoplasm_Location_MaxIntensity_Y_Mito,0
Cytoplasm_Location_MaxIntensity_Y_RNA,0
Cytoplasm_Location_MaxIntensity_Z_AGP,0
Cytoplasm_Location_MaxIntensity_Z_Brightfield,0
Cytoplasm_Location_MaxIntensity_Z_DNA,0
Cytoplasm_Location_MaxIntensity_Z_ER,0
Cytoplasm_Location_MaxIntensity_Z_Mito,0
Cytoplasm_Location_MaxIntensity_Z_RNA,0
Cytoplasm_Number_Object_Number,0
Cytoplasm_Parent_Nuclei,0
Cytoplasm_RadialDistribution_FracAtD_AGP_1of4,0
